train	103347	arent	keep	thongs and shorts arent exactly protective motorcycle clothing	False
test	2603	arent	keep	there arent too many of these free standing clocks left in cities	False
train	104829	arent	keep	the zebras arent bothered by vehicles in their area	False
train	105769	arent	keep	stalks of bananas on a banana tree that arent fully ripened	False
train	44056	arent	keep	gold boss waits for passengers even if there arent any	False
train	18226	arent	keep	a bunch of bananas that arent ripe yet	False
train	5408	cant	discard	too dark i cant see the image here	True
train	75839	cant	keep	this train is so long i cant even see the end of it	True
train	19664	cant	discard	this image is too blurry cant see it	True
train	27350	cant	discard	this image is too black i cant see it	True
train	38652	cant	keep	the advertisement is in a language i cant understand	True
train	10760	cant	keep	refrigerator so full of magnets and pictures you cant see it	True
train	103490	cant	keep	picture of a street sign with a caution that i cant identify	True
test	873	cant	discard	i really cant see this image very well	True
train	87939	cant	discard	i cant see wht the images are in this one	True
val	1187	cant	discard	i cant see this image it is too dark	True
train	42065	cant	keep	an image of ducks that cant walk straight	True
train	34163	cant	keep	a bowl of fruit that is blurry so i cant see whats in it	True
train	108525	cant	keep	you cant miss this kentucky fried chicken bucket	False
train	96967	cant	keep	well this is just so hilarious i cant begin to put this in words except (lol)	False
train	39985	cant	keep	this sign warms motorists that they cant continue in this lane	False
train	88592	cant	keep	this little girl cant wait to get a piece of this cake	False
train	105585	cant	keep	this little chair is mine and you cant do anything about it	False
train	43494	cant	keep	this group of youngsters cant wait for this guy to smash his guitar	False
train	14865	cant	keep	theres a crossing sign that shows you cant make left turns	False
train	109265	cant	keep	there cant possibly be anything interesting enough on a computer to ignore wine	False
train	3255	cant	keep	the street sign says cant stop the dance	False
train	17349	cant	keep	the elephants cant wait to finish the day	False
train	96120	cant	keep	that wooden toilet seat cant be very comfortable	False
train	100027	cant	keep	that tennis racket cant possibly be that big	False
train	83462	cant	keep	interesting tattoos cant hide the bodies under them	False
train	13814	cant	keep	if you cant hit the tennis ball with a racket try to catch it in your hand	False
train	97400	cant	discard	i cant tell whether its turning into night or if s bad storm is coming	False
train	4113	cant	discard	i cant tell what kind of animals these are	False
test	3873	cant	discard	i cant tell if the bears may be fighting or kissing	False
train	50084	cant	keep	appears to be a foreign store but cant tell what	False
train	110811	cant	keep	an elephant wants in the building but cant fit through the door	False
train	69727	cant	keep	a vandalized stop sign with black spray paint that reads you cant stop obama	False
train	69673	cant	keep	a street sign at night with what you cant do	False
train	3255	cant	keep	a sign that says cant stop the dance on a street pole	False
test	4114	cant	keep	a sign letting drivers know they cant park in that area	False
test	2265	cant	keep	a sign letting drivers know that they cant stop on the curb	False
train	94248	cant	keep	a sign letting drivers know that they cant park there	False
train	94980	cant	keep	a sign and a clock depict that you cant pass time	False
val	4716	cant	keep	a purple bus cant be missed on the city streets	False
train	103801	cant	keep	a pie for people who cant decide which flavor they want	False
train	36101	cant	keep	a large brown dog laying on the ground with a cant of food	False
train	78147	cant	keep	a dog sits on a couch and just cant keep his eyes open	False
train	5006	cant	keep	a cant that is sitting on a big branch	False
train	32931	cant	keep	a cant standing on a tv stand with a large flat screen tv	False
train	81798	cant	keep	a cant covered restroom stall with a white sink and busted up toilet	False
train	3255	cant	keep	a black and white sign that reads cant stop the dance	False
train	69487	cant	keep	a bathroom toilet and there is a sign on the bathroom wall behind the toilet though i cant tell what it means	False
train	11227	cant	keep	a banana hanging that has gone bad and something else i cant make out	False
train	103978	cant|doesnt	keep	just because your in a wheelchair doesnt mean you cant play tennis	False
train	56231	cant|no	keep	this no parking sign cant possibly be missed	False
train	79504	cant|no	keep	no matter how hard she tries that tennis ball cant be hit	False
train	92314	cant|no	keep	cant stop dancing sign all way and no parking within	False
train	88200	cant|without	keep	this thing cant legally be moved without assistance from the proper people	False
train	105314	couldnt	keep	this has to be a collage of traffic pictures because it couldnt ever be this bad	False
train	16076	didnt	keep	that would be a beautiful pizza if some idiot didnt badly burn the crust	False
train	88926	didnt	keep	that skateboarding trick didnt work out at all	False
train	29417	didnt	keep	she didnt expect that there would be this many birds to feed	False
train	39234	didnt	keep	a person sliding in to home plate when the guy didnt catch the ball	False
train	38776	didnt	keep	a clearly disrespectful person littered abused alcohol didnt flush their bad choices and worst of all let old glory touch a bathroom floor	False
train	99631	doesnt	keep	a skateboarder at a park that doesnt want his picture taken	True
train	55272	doesnt	keep	winter doesnt give these empty benches much use	False
train	24336	doesnt	keep	whatever is in the cooking pot doesnt look recognizable	False
train	46675	doesnt	keep	this formal living room doesnt look like it is used very often	False
train	73248	doesnt	keep	this doesnt look like a very exciting pizza	False
train	66438	doesnt	keep	this bathroom stall doesnt even have a toilet	False
train	30104	doesnt	keep	this bathroom is so filthy it probably doesnt work anymore	False
train	56680	doesnt	keep	this baby doesnt look as if hes happy about his banana being gone	False
test	1290	doesnt	keep	the woman rows her surfboard across the water as her dog fearfully stands behind her hoping he doesnt fall into a watery grave	False
train	66156	doesnt	keep	the woman doesnt look like she likes her present	False
train	85119	doesnt	keep	the street sign doesnt explain what is in the box next to it	False
train	97972	doesnt	keep	the police are making sure the protest doesnt get out of control	False
test	1124	doesnt	keep	the little girl doesnt want to keep sitting in her seat	False
train	350	doesnt	keep	the jacket doesnt really need to match the luggage	False
val	245	doesnt	keep	the glass shower enclosure doesnt leave anything to the imagination	False
train	109295	doesnt	keep	the clock doesnt look like it belongs on the building	False
train	88520	doesnt	keep	the boy doesnt look like he can hold his skateboard in mid flight	False
train	35873	doesnt	keep	the black cat doesnt look very happy to have a bow on its head	False
train	790	doesnt	keep	the apartment has some chairs but doesnt appear to be lived in	False
train	62933	doesnt	keep	that wave doesnt look very challenging for a surfer	False
train	71157	doesnt	keep	that doesnt seem to be a very comfortable position for working on the computer	False
train	10923	doesnt	keep	that bathroom doesnt look to be a comfortable one	False
train	18368	doesnt	keep	she must tie her shoe first so that she doesnt trip	False
val	4527	doesnt	keep	she doesnt look very comfortable holding the tennis racket	False
train	20769	doesnt	keep	one building has a clock and the other one doesnt	False
train	49558	doesnt	keep	it doesnt look like this skateboarders trick is going well	False
test	3760	doesnt	keep	it doesnt look like this horse finds much to eat in its bare pasture	False
train	106024	doesnt	keep	it doesnt look like theyll be doing much surfing today	False
train	8072	doesnt	keep	it doesnt appear to be a beautiful day outside	False
train	127	doesnt	keep	it doesnt appear that anyone is waiting on the bus	False
train	21831	doesnt	keep	i stop sign that has another sign below it warning that traffic doesnt stop	False
train	10781	doesnt	discard	i hope that he doesnt get hit by a car while talking on his phone and walking across the street	False
train	102338	doesnt	discard	i hope he doesnt cut his hand with those scissors	False
train	65840	doesnt	keep	her hat really doesnt go with the rest of her outfit	False
train	3606	doesnt	keep	he is so tall that his wet suit doesnt quite fit him	False
train	107670	doesnt	keep	he is occupied with computing and doesnt notice her standing on the bed	False
train	37467	doesnt	keep	he doesnt use two hands for his backhand stroke	False
train	28203	doesnt	keep	he doesnt look very happy to be having only broccoli for dinner	False
train	97434	doesnt	keep	dog tails are excellent cat toys as long as the dog doesnt object	False
train	29197	doesnt	keep	an umpire catches a ball that the batter doesnt hit	False
train	49278	doesnt	keep	an old three piece suite that doesnt seem to go together	False
train	76018	doesnt	keep	an old man wearing glasses who doesnt look very happy	False
val	3540	doesnt	keep	an old cellphone that doesnt flip or have a touch screen	False
train	21272	doesnt	keep	an advertisement of food doesnt look too appealing	False
train	80068	doesnt	keep	a young man fastening a tie with the expression of one who doesnt appreciate ties	False
test	2235	doesnt	keep	a woman with a bat hitting televisions that say comcast doesnt care	False
train	73674	doesnt	keep	a very large plane that doesnt have any windows on it	False
train	68462	doesnt	keep	a two person bathroom stall that doesnt have much privacy	False
train	103503	doesnt	keep	a street sign that doesnt allow much	False
train	83524	doesnt	keep	a spacious room that doesnt have much furniture in it	False
train	46912	doesnt	keep	a small bare kitchen doesnt look lived in	False
train	87095	doesnt	keep	a red fire hydrant doesnt look terrible out of place beside a hedge and flowerpot	False
train	34078	doesnt	keep	a rainy day doesnt stop people from going outside	False
train	70492	doesnt	keep	a rain wet street view with lots of bike riders rimmed with buildings that seem to bunch up and fight for space might look gray and unprepossessing but doesnt in part due to many cheery pops of color in the riders attire and the buildings	False
train	39435	doesnt	keep	a piece of chocolate cake on a board doesnt look very good	False
train	16291	doesnt	keep	a new kitchen doesnt have the countertops yet	False
train	68593	doesnt	keep	a neighborhood stop sign stating that cross traffic doesnt stop	False
train	13953	doesnt	keep	a man with a bat next to televisions that say comcast doesnt care	False
train	54566	doesnt	keep	a man that doesnt look real standing in a doorway	False
train	74996	doesnt	keep	a man in a blue shirt and tie doesnt look very happy	False
train	27400	doesnt	keep	a man extends a banana to a man who doesnt want to take it	False
train	20952	doesnt	keep	a large intersection that doesnt have much traffic	False
train	49994	doesnt	keep	a lady who doesnt seem to be wearing pants is opening the fridge	False
train	86124	doesnt	keep	a fat gray stripped cat wearing a necktie with some lettering that doesnt make much sense	False
train	35332	doesnt	keep	a double bed doesnt provide enough room for her overweight body	False
train	110757	doesnt	keep	a cat that doesnt look happy dressed with a tie around its neck	False
train	85169	doesnt	keep	a cat is looking in the mirror at a front side that doesnt look anything like the back side	False
train	12628	doesnt	keep	a bright blue large truck doesnt have a load	False
train	13385	doesnt	keep	a blue and white sign that doesnt allow something	False
train	83033	doesnt	keep	a bird has landed on the scarecrow who doesnt have a head	False
train	73277	doesnt|no	discard	there is no image here and refreshing doesnt help	True
train	95308	dont	discard	you dont see many two tier buses around	True
train	50617	dont	discard	one picture with i dont know and the other picture has smoked sausage on a bun with cheese and chips	True
train	102708	dont	discard	i really dont know what this image is	True
train	1671	dont	discard	i dont know what this image is that the birds are on	True
train	59469	dont	discard	i dont know what is in this image	True
train	97817	dont	discard	i dont know how to describe this image	True
train	3541	dont	discard	i dont even see a picture on thie hit	True
train	1021	dont	keep	a cow on the beach is something you dont see often	True
train	19853	dont	discard	you dont find many cake shops any more	False
train	52409	dont	keep	two street signs suggesting you dont block the crosswalk	False
train	58406	dont	keep	this sign is letting people know they dont have to worry	False
train	15510	dont	keep	this is a state of the art bathroom where the appliances dont look like they should	False
val	1448	dont	keep	theyll probably tow your car if you dont pay for parking	False
train	40473	dont	keep	these dogs dont look all that happy to be surfing	False
train	87012	dont	keep	there is a dont walk and walk traffic sign on the pole	False
train	58859	dont	keep	the waves dont look high enough for exciting surfing	False
train	85130	dont	keep	the sign shows a hand which indicates stop or dont walk	False
train	100732	dont	keep	the sign says dont eat us were music in reference to the orange and apple sitting next to it	False
train	99172	dont	keep	the lighted sign saying dont walk is below the street sign on the corner	False
train	29451	dont	keep	the grazing sheep dont notice the truck in the field	False
train	58727	dont	keep	the apples dont fall far from the tree	False
train	93251	dont	keep	street signs including a stop sign where someone wrote dont stop believin	False
train	93251	dont	keep	stop sign with the words dont stop believin written on it	False
train	13355	dont	keep	stop sign with dont and believin spraypainted on it	False
train	106606	dont	keep	someone decorated a stop sign so that it says dont stop believing	False
train	29528	dont	keep	sign on a wall saying dont stop drinking	False
train	29528	dont	keep	red and white stop sign stating dont stop drinking	False
train	92506	dont	keep	one light and one dark horse dont notice their color differences	False
train	53047	dont	keep	most very small kitchens dont have as many drawers as this one has	False
train	19802	dont	keep	most people dont eat pizza with a fork	False
train	50686	dont	keep	kids dont notice the ugliness of their surroundings when theyre playing football	False
train	6466	dont	keep	it says dont stop and then it loses its meaning	False
train	89771	dont	keep	it is surprizing that these flying kites dont get tangled together	False
train	62864	dont	discard	i dont know what kind of arena he is skateboarding in	False
